pX_ptconecoreTrackPtrCorrection,p_d0,p_etcone20,pX_MultiLepton,p_sigmad0,p_TRTPID,p_numberOfInnermostPixelHits,p_ptPU30,p_deltaEta1,p_Rhad,p_Truth_isElectron
5513.25,5.53,0.5,0,0.13,0.14,0,0.0,0.058,0.2,1
12563.07,-0.05,2.5,0,0.017,-0.1,1,0.0,0.02,0.68,0
2815.09,1.05,2.95,0,0.075,0.53,1,6.9e-13,-0.051,0.52,1
28504.88,-0.011,0.61,0,0.031,0.0,1,0.0,0.0099,0.29,0
42076.31,-0.0034,1.26,0,0.017,0.041,1,0.0005,-0.028,0.16,0
34442.53,0.009,-0.034,1,0.0092,0.072,1,0.027,-0.00012,0.0054,1
37345.09,0.0048,1.46,0,0.01,-0.21,1,0.0,-0.0033,0.73,0
37977.4,0.0037,1.58,0,0.014,-0.083,1,0.0,0.0016,0.1,0
70493.84,-0.018,1.51,0,0.01,0.045,1,0.0,0.044,0.68,0
34678.31,-0.036,1.72,0,0.021,0.0,1,1.8e-06,-0.0049,1.1,0
27637.41,-0.029,0.13,1,0.015,0.28,1,0.0,-0.00043,0.004,1
13260.08,0.17,0.87,0,0.13,0.69,0,1.6e-13,-0.00056,0.089,1
6207.13,0.22,0.46,0,0.022,-0.033,1,5.3e-13,-0.00056,0.25,0
37616.16,0.019,2.44,0,0.012,-0.13,1,2.6e-06,0.034,1.63,0
69945.48,-0.0059,0.019,1,0.012,0.016,2,0.092,6.7e-05,0.0025,1
13628.74,-0.21,1.03,0,0.023,0.58,1,4.1e-14,-0.0002,0.25,0
43909.6,-0.01,-0.0049,1,0.011,0.099,1,0.0,0.0014,-0.0018,1
18248.18,0.022,0.11,1,0.025,0.86,1,0.0,0.00029,0.021,1
19670.48,-0.24,0.21,1,0.023,0.41,1,0.0,-0.00081,-0.0026,0
10347.98,0.029,0.55,0,0.024,-0.32,1,0.0,0.014,0.33,0
32217.13,-0.013,0.58,0,0.014,-0.14,1,3.5e-06,0.051,0.13,0
5694.35,5.57,1.45,0,0.21,-0.01,0,1.4e-14,-0.016,1.43,1
29951.21,-0.013,0.52,0,0.013,-0.26,1,0.0,-0.0032,-0.014,0
43900.94,0.031,0.76,0,0.025,-0.038,1,0.00024,-0.043,0.035,0
42285.4,0.013,1.35,0,0.023,-0.28,1,0.0,-0.007,0.67,0
34625.78,0.016,1.2,0,0.05,-0.022,0,0.0,-0.014,0.63,1
40417.68,0.0054,0.75,0,0.011,-0.033,1,2e-06,-0.0037,0.33,0
25572.79,-0.17,1.82,0,0.017,-0.24,1,3.2e-14,0.053,1.24,0
19771.9,0.035,1.08,0,0.019,0.1,2,0.0,0.092,0.44,0
4444.52,-0.026,3.62,0,0.031,-0.11,1,0.0,0.047,1.5,0
24053.28,2.95,0.88,0,0.15,-0.13,0,5.9e-13,0.029,0.011,0
20124.74,0.006,2.46,0,0.021,0.0033,1,8.5e-05,-0.012,0.64,0
35904.98,0.011,0.079,1,0.026,0.2,1,0.018,0.0014,-0.016,1
15816.57,0.0039,0.28,0,0.014,0.078,1,4.4e-05,-0.0019,0.002,0
3071.49,-0.079,0.35,0,0.076,-0.27,1,8.5e-05,0.0091,0.15,0
21250.33,3.96,0.99,0,0.071,-0.0056,0,7.3e-13,-0.024,0.15,0
26202.64,0.018,1.25,0,0.024,-0.27,1,0.00016,0.0045,0.3,0
0.0,0.0058,0.83,0,0.021,-0.061,1,4.4e-05,-0.0067,0.17,0
35077.64,-0.083,1.18,0,0.11,-0.049,1,0.0027,-0.013,0.37,0
46422.65,-0.0045,0.04,1,0.011,0.2,1,0.0,-0.00017,0.0088,1
116047.93,0.092,0.17,0,0.038,0.0,1,0.0,-0.00094,0.028,0
3569.37,-0.0017,1.0,0,0.028,0.0028,1,0.00014,0.039,0.068,0
42708.48,0.031,0.61,0,0.01,-0.054,1,0.0,-0.004,0.4,0
15171.47,-0.017,1.9,0,0.015,0.02,2,0.0,-0.079,0.43,0
50654.69,0.025,1.25,0,0.016,-0.19,1,8.2e-05,-0.057,0.39,0
4466.94,-1.31,0.98,0,0.074,0.0029,0,0.0,-0.029,0.53,0
47593.94,0.024,1.77,0,0.016,0.018,1,5.7e-06,0.052,1.44,0
49970.5,0.0096,0.99,0,0.011,-0.074,1,0.0,-0.035,0.28,0
3172.01,0.068,0.083,0,0.045,-0.04,1,0.0,-0.0041,0.0035,0
25158.35,0.02,0.84,0,0.016,-0.24,1,0.0,0.012,0.55,0
16233.96,0.022,0.26,0,0.022,-0.1,1,0.0,0.048,0.0017,0
27100.53,-0.012,0.028,1,0.0093,0.21,1,0.0,0.00024,0.0057,1
73321.39,-0.0043,2.16,0,0.022,0.026,1,0.0,0.0042,0.72,0
11008.94,0.026,0.098,0,0.016,-0.084,1,0.0,0.0063,0.0051,0
41168.66,-0.018,1.58,0,0.012,-0.28,1,1.1e-06,0.04,0.56,0
18513.73,-0.00021,1.33,0,0.018,-0.00087,1,0.00013,0.017,0.36,0
34867.09,-0.012,0.73,0,0.026,-0.36,0,0.00015,0.001,0.12,0
45716.71,0.0095,-0.097,1,0.0081,0.028,1,0.019,0.001,0.0077,1
55805.23,-0.2,2.02,0,0.016,0.0029,1,9.3e-13,0.028,1.08,0
27769.19,-0.0097,0.34,0,0.012,-0.061,1,4.5e-05,0.025,0.17,0
20181.6,-0.016,0.66,0,0.025,-0.12,1,0.00019,0.026,0.12,0
30886.61,-0.042,1.32,0,0.031,0.0,1,0.0,-0.0035,0.2,0
6230.12,0.03,0.5,0,0.028,-0.11,1,3.3e-05,0.063,0.068,0
42467.72,-0.0067,1.05,0,0.015,0.034,2,0.0,-0.0018,0.13,0
48992.34,0.0053,0.46,0,0.0092,-0.13,1,1.2e-05,-0.0012,0.21,0
17586.01,0.0032,0.54,0,0.032,0.06,1,0.0,-0.017,0.2,0
41965.86,0.046,1.35,0,0.039,-0.17,1,0.0,0.0047,0.86,0
41092.41,-1.18,0.69,0,0.096,-0.14,0,3.1e-12,0.053,0.23,0
31112.91,-0.019,0.36,0,0.018,0.0,1,1.1e-06,-0.021,0.17,0
108272.19,0.0074,0.56,0,0.01,-0.013,1,9.3e-06,-0.041,0.2,0
1425.46,0.61,0.28,0,0.64,0.15,0,3.4e-21,-0.063,0.019,1
28762.32,0.023,0.022,0,0.015,0.0,1,0.0,0.0012,-0.011,1
9044.7,-0.038,0.32,0,0.063,-0.079,1,0.0,0.017,0.067,0
26328.64,-0.036,0.82,0,0.025,0.26,0,3.4e-05,-0.026,0.063,0
23108.56,-0.018,0.052,1,0.011,0.18,2,0.0,0.00027,0.0022,1
52858.98,0.007,2.85,0,0.012,-0.23,1,0.0,-0.0044,2.39,0
8564.67,-0.33,0.063,0,0.17,0.0,0,8.5e-14,0.0032,0.0016,1
15056.53,0.0034,0.78,0,0.018,-0.29,1,0.0,0.039,0.26,0
45271.5,0.0051,0.86,0,0.013,-0.075,1,0.0,0.0027,0.017,0
18227.38,-0.16,0.35,0,0.037,0.036,0,1.6e-13,0.036,0.078,1
0.0,3.8,0.87,0,0.66,0.065,0,6.6e-12,-0.056,0.73,0
52139.62,0.0063,1.28,0,0.013,-0.28,1,2e-06,-0.022,0.52,0
13944.53,-0.0031,0.92,0,0.022,0.047,1,0.0,-0.0025,0.19,0
34802.16,0.005,0.89,0,0.014,-0.18,1,0.0,-0.028,0.3,0
4769.47,0.43,0.92,0,0.026,-0.084,1,1.7e-14,0.059,0.042,0
49581.29,-0.74,2.13,0,0.029,0.0,1,7.4e-12,0.085,0.94,0
9770.97,0.18,0.49,0,0.033,0.0,1,0.0,-0.0028,0.12,0
38288.23,1.82,1.04,0,0.033,-0.19,0,4.2e-13,0.027,0.28,0
17250.43,-0.041,0.24,0,0.015,-0.23,1,4.7e-05,0.041,0.061,0
23290.01,0.041,1.65,0,0.015,0.13,1,1.5e-05,-0.0021,0.54,0
46528.37,-0.0089,0.1,1,0.0083,0.25,1,0.0,-0.0012,-0.0061,1
0.0,1.27,-0.28,0,0.1,-0.17,0,0.0,0.025,-0.009,0
23263.83,-0.33,0.94,0,0.024,-0.19,1,0.0,0.02,0.47,0
15075.18,-0.0055,0.059,1,0.051,0.14,1,6.58,-0.00093,0.0024,1
35749.36,-0.018,2.09,0,0.015,0.42,2,5.8e-05,-0.0092,0.55,0
46841.75,-0.037,0.96,0,0.013,-0.0048,1,0.0,0.0016,0.4,0
0.0,-2.61,1.64,0,0.36,0.17,0,0.0,0.014,0.47,0
0.0,0.026,0.78,0,0.027,-0.14,1,0.0,-0.027,0.13,0
51077.34,-0.0077,0.44,0,0.015,-0.052,1,1.6e-05,-0.0085,0.068,0
47391.18,0.00086,-0.017,1,0.013,0.0,1,0.0,0.0014,0.0025,1
52099.91,0.023,0.037,1,0.013,0.58,1,3.85,0.0014,0.00044,1
40605.44,-0.0076,1.48,0,0.015,0.0,1,0.0,0.0016,0.9,0
62322.77,0.0059,1.92,0,0.014,0.56,1,0.0,0.0031,0.69,0
8646.96,-0.0039,1.31,0,0.019,-0.082,1,3.7e-06,0.054,0.063,0
46146.82,0.0016,-0.05,1,0.012,0.86,1,0.17,0.00018,-0.0023,1
7657.71,-0.016,0.73,0,0.029,-0.39,1,0.0,-0.016,0.34,0
24956.82,-0.0037,1.05,0,0.016,-0.24,1,1.9e-05,0.0033,0.5,0
12150.75,-0.041,2.37,0,0.031,0.0038,1,8.9e-05,-0.022,1.3,0
24869.31,0.0092,1.15,0,0.015,-0.33,1,0.0,-0.018,0.96,0
14260.93,-0.0041,2.2,0,0.02,-0.24,1,7.7e-13,-0.0091,1.04,0
7907.03,-0.006,1.11,0,0.016,-0.17,2,0.0,-0.032,0.44,0
20859.91,0.009,0.3,0,0.015,-0.17,1,0.0,-0.012,-0.0013,0
2527.03,12.04,0.38,0,1.15,0.035,0,0.0,0.0053,0.0099,0
33480.23,-0.052,2.18,0,0.035,-0.098,1,0.0,0.019,1.34,0
24483.62,-0.048,0.69,0,0.075,0.078,1,0.00054,0.029,0.39,0
0.0,0.13,-0.25,0,0.065,0.14,1,1.4e-11,-0.03,-0.017,0
33594.56,0.054,0.056,1,0.026,0.0,1,0.085,-0.0023,-0.014,1
7073.56,0.021,0.44,0,0.022,0.18,1,0.0,0.013,0.32,0
31017.44,0.016,0.0057,1,0.017,0.068,1,0.0,-1.5e-05,0.0058,1
25720.58,0.029,2.36,0,0.014,-0.033,1,3.6e-06,0.0049,0.76,0
20004.66,-0.049,0.045,1,0.048,0.82,1,2.78,-0.0027,0.013,1
17520.56,-0.029,0.85,0,0.016,-0.019,1,3.6e-06,-0.014,0.13,0
13943.76,0.024,0.62,0,0.025,-0.13,1,0.00046,0.052,0.17,0
28420.56,0.038,1.34,0,0.021,0.0,1,0.00037,0.053,0.26,0
0.0,0.11,0.27,0,0.043,0.0,1,4.4e-06,-0.0015,0.078,0
22006.19,0.017,2.73,0,0.036,-0.11,1,0.0,-0.067,0.96,0
61989.79,0.0034,1.78,0,0.013,-0.17,1,2.7e-06,0.063,1.51,0
14283.98,-0.016,1.67,0,0.013,-0.038,1,1.6e-05,0.001,0.089,0
41857.13,0.017,0.44,0,0.022,-0.16,1,4.2e-06,0.064,0.13,0
8250.7,0.016,0.66,0,0.04,-0.14,1,3.7e-05,-0.07,0.19,0
39265.57,-0.035,0.93,0,0.018,-0.17,1,1.8e-05,0.024,0.63,0
20523.52,-0.62,0.46,0,0.21,0.018,0,2.3e-05,-0.0043,0.1,1
27145.91,0.0082,1.37,0,0.012,0.0024,2,0.00029,0.04,0.099,0
38960.42,-0.024,0.11,1,0.011,0.37,1,0.23,-0.00022,0.016,1
32957.83,-0.021,1.09,0,0.016,0.11,1,0.0,-0.031,0.34,0
3237.79,0.026,0.43,0,0.048,-0.19,1,8.1e-05,-0.01,0.02,0
25171.55,-1.13,0.76,0,0.025,0.011,1,0.0,-0.0041,0.0024,1
59949.68,0.0043,1.14,0,0.0086,-0.16,1,0.0,0.016,1.01,0
41920.96,-0.048,1.25,0,0.029,0.0,2,4.1e-05,-0.044,0.67,0
17479.03,-0.032,0.82,0,0.015,-0.035,1,1.6e-05,-0.042,0.17,0
21626.89,-0.019,2.15,0,0.023,-0.12,1,1.2e-05,0.027,1.05,0
41493.57,-0.012,1.47,0,0.034,0.49,1,2.9e-05,0.0052,1.28,0
51147.23,-0.0036,0.6,0,0.0098,-0.069,1,0.0,0.0088,0.00093,0
2331.92,-4.87,0.23,0,0.16,-0.096,0,3.6e-13,0.008,0.083,1
45168.1,0.012,1.25,0,0.019,0.091,1,1.1e-05,0.032,0.7,0
67337.3,-0.022,0.33,0,0.011,-0.18,1,1.7e-05,-0.03,0.098,0
43847.88,0.016,0.68,0,0.01,-0.014,1,1.3e-06,0.043,0.48,0
13230.25,-8.88,1.2,0,0.099,0.0,0,0.0,-0.024,0.28,1
52592.81,0.016,0.59,0,0.014,0.15,1,0.0,0.043,0.27,0
1115.72,-0.78,1.7,0,0.12,0.018,1,1.8e-13,0.085,0.98,1
36257.03,0.0029,0.052,0,0.011,0.16,1,0.017,0.00053,0.013,1
34895.47,-0.009,0.79,0,0.0097,-0.17,1,0.0,-0.016,0.67,0
29660.88,0.00021,-0.028,1,0.015,0.32,1,0.58,0.0026,-0.00089,1
2249.65,0.017,0.53,0,0.051,-0.015,1,0.0031,0.11,-0.014,0
52884.24,0.53,1.81,0,0.038,-0.36,1,5.4e-13,0.012,1.05,0
0.0,0.011,0.063,1,0.0088,0.18,1,2.7e-10,-0.00091,-0.004,1
47749.55,-0.015,0.83,0,0.011,-0.16,2,7e-06,-0.0066,0.19,0
39947.99,0.0036,0.66,0,0.013,0.15,1,0.0,-0.0013,0.23,0
52993.24,-0.0027,0.049,1,0.0088,-0.03,1,0.0,-0.00039,0.0089,1
7042.19,-0.024,0.42,0,0.021,-0.16,1,0.0,-0.048,0.14,0
1268.4,2.32,0.043,0,0.24,0.0,0,0.0,0.021,-0.00067,1
9552.08,0.0089,1.92,0,0.019,-0.016,1,0.0,0.016,0.42,0
45390.45,-0.01,1.65,0,0.019,-0.14,1,8.4e-06,0.05,0.52,0
9841.75,-0.041,2.39,0,0.039,-0.047,0,0.00025,0.051,0.65,0
7361.96,-0.026,1.03,0,0.021,0.17,1,0.00016,0.062,0.055,0
34595.97,-0.035,1.88,0,0.019,-0.086,1,5.5e-05,-0.062,0.7,0
39608.46,0.011,1.51,0,0.026,-0.18,1,4.8e-05,-0.022,0.14,0
20802.97,-0.0052,-0.36,0,0.019,-0.25,1,1.1e-05,-0.042,0.00011,0
13817.63,-0.012,0.4,0,0.013,0.044,1,0.00018,-0.049,0.059,0
2432.2,-0.062,3.43,0,0.069,0.0,1,0.00066,-0.1,1.14,0
0.0,-4.54,3.13,0,0.22,-0.17,0,1.8e-12,-0.064,0.043,0
39443.77,0.0051,-0.055,1,0.013,0.18,1,0.38,0.0047,-0.003,1
12551.99,0.017,1.17,0,0.024,-0.071,2,7.8e-06,0.03,0.31,0
57164.41,0.011,1.28,0,0.014,-0.049,1,0.0,-0.047,0.59,0
17937.14,0.051,1.69,0,0.04,0.0,1,8.2e-06,-0.031,1.55,0
28947.21,-0.017,1.93,0,0.017,0.0,1,0.0,-0.04,1.32,0
39996.2,-0.0036,0.037,1,0.01,0.039,1,0.0,0.00024,0.0027,1
15977.67,-0.003,0.33,0,0.014,-0.044,1,0.43,0.0016,-0.0021,1
52376.17,0.017,0.78,0,0.016,-0.2,1,0.0,-0.0089,0.63,0
24935.08,0.009,2.85,0,0.016,0.0,1,3e-05,-0.0082,1.7,0
1900.38,-0.048,0.89,0,0.078,-0.06,1,0.00019,0.0031,0.64,0
31934.23,0.021,1.24,0,0.014,-0.34,1,0.0,0.035,0.19,0
71050.34,0.011,1.01,0,0.01,0.019,1,0.0,-0.019,1.06,0
31047.07,0.0075,0.015,1,0.013,0.0,1,0.0,-0.00031,-0.026,1
20146.68,-0.0064,2.44,0,0.027,0.31,1,5.3e-05,-0.018,0.25,0
0.0,-1.97,0.98,0,0.4,-0.033,0,9.9e-14,0.046,0.053,0
12550.33,-2.88,0.41,0,0.64,0.17,0,6.6e-14,-0.029,0.18,1
16067.26,0.018,0.96,0,0.021,0.11,1,0.0017,0.044,0.018,0
22152.08,-0.0085,0.62,0,0.019,-0.28,1,0.0003,-0.016,0.23,0
35413.45,-0.014,1.44,0,0.013,-0.072,1,1.5e-05,0.07,0.052,0
34980.05,-0.093,0.53,0,0.047,-0.03,1,7e-05,-0.034,0.039,0
54261.96,-0.0076,2.57,0,0.013,-0.19,1,0.0,-0.0011,0.43,0
33541.06,-0.014,0.058,1,0.013,0.16,1,0.0,-0.00021,0.011,1
9240.31,1.1,0.74,0,0.15,0.0,0,2.3e-14,-0.048,0.35,0
23274.91,0.0076,0.63,0,0.016,-0.34,1,4.5e-05,-0.0054,0.061,0
3611.41,0.049,0.94,0,0.031,-0.16,1,0.0,-0.056,0.18,0
46308.86,-0.0042,0.12,1,0.0095,0.1,1,0.0,0.00087,0.0058,1
58723.51,-0.034,2.94,0,0.02,0.25,1,0.089,-0.023,0.49,0
10921.98,-0.028,-0.027,0,0.031,0.87,1,1.18,-0.013,-0.046,1
22834.48,0.034,0.14,0,0.021,-0.18,0,0.0,0.021,0.004,0
19229.75,0.009,0.69,0,0.021,-0.2,1,0.0,0.0085,0.26,0
38608.2,0.034,0.082,1,0.016,0.45,1,0.35,0.0005,0.012,1
17975.9,-0.022,0.21,0,0.019,-0.078,1,6.7e-05,0.039,0.012,0
42713.71,-0.038,0.77,0,0.024,0.084,1,8.2e-05,-0.0025,0.27,0
64543.8,-0.052,0.57,0,0.02,-0.013,0,3.2e-05,-0.0011,0.38,0
38789.93,-0.012,0.46,0,0.019,-0.01,1,4.1e-05,-0.021,0.3,0
14851.97,-0.026,0.73,0,0.018,-0.12,1,2.2e-05,-0.027,0.42,0
40888.36,-0.0095,0.78,0,0.015,0.2,1,0.00025,-0.037,0.03,0
4214.9,0.03,0.085,1,0.035,0.0,1,0.0,0.0013,0.015,1
14875.23,0.045,0.49,0,0.021,-0.2,1,4.1e-05,-0.019,0.03,0
3320.6,0.015,0.3,0,0.036,0.08,1,0.0,-0.025,0.2,0
13349.97,0.016,0.43,0,0.016,0.33,1,0.00013,-0.024,-0.0017,0
20391.12,0.0025,0.67,0,0.019,0.058,1,0.0,0.019,0.4,0
43496.5,-0.005,0.65,0,0.011,-0.036,1,2.7e-05,0.037,0.16,0
26156.1,-0.0047,-0.0041,1,0.012,0.24,1,0.88,-0.00012,0.00072,1
9079.77,-0.034,0.87,0,0.039,-0.21,1,0.0,-0.055,0.33,0
10398.62,-0.0076,1.0,0,0.025,-0.22,1,2.2e-05,-0.02,0.24,0
50783.89,-0.0042,0.53,0,0.015,0.0,1,0.0,-0.048,0.35,0
12685.81,0.012,2.97,0,0.03,0.44,1,0.00019,-0.022,1.21,0
20253.84,-0.0017,0.092,1,0.019,0.19,1,2.02,0.00084,-0.0095,1
0.0,-0.024,0.25,0,0.022,-0.1,1,0.0,-0.031,0.055,0
0.0,0.011,2.14,0,0.099,-0.006,1,0.0,-0.14,0.31,0
2918.48,0.06,0.14,1,0.066,0.2,1,0.0,0.0014,0.04,1
15041.68,0.12,0.64,0,0.091,0.0,1,5e-14,-0.069,0.16,0
31841.44,0.0027,0.17,0,0.0092,-0.16,1,0.0,0.016,0.089,0
19153.31,0.0081,-0.086,1,0.028,0.17,1,0.0,0.00057,-0.0057,1
44287.0,-0.012,1.21,0,0.014,-0.095,1,0.0,0.0063,0.52,0
13105.73,0.062,0.74,0,0.057,0.1,1,0.00063,0.072,0.23,0
29941.71,0.022,1.81,0,0.019,-0.026,1,6e-05,0.056,1.13,0
50470.08,-0.04,0.85,0,0.012,-0.17,1,0.0,-0.056,0.3,0
37372.51,0.025,0.41,0,0.011,-0.15,1,0.0,0.0075,0.26,0
52751.41,-0.029,0.58,0,0.012,-0.015,1,0.0,0.0014,0.29,0
39452.4,-0.018,0.9,0,0.017,0.059,1,4.8e-06,0.011,0.35,0
28824.97,-0.0076,0.16,1,0.017,0.65,1,0.69,0.00042,0.0081,1
14934.48,0.013,1.25,0,0.024,0.78,1,0.0,0.042,0.093,0
13836.55,0.035,0.95,0,0.022,-0.032,1,3.4e-05,0.015,0.072,0
43883.87,-0.0013,0.067,1,0.013,0.14,1,0.048,-4.4e-05,-0.0075,1
67212.38,0.0013,0.73,0,0.0092,-0.096,1,1.7e-06,0.00042,0.49,0
37766.19,-0.04,2.23,0,0.084,-0.033,1,0.0032,0.011,1.94,0
46290.25,-0.023,0.98,0,0.015,0.11,1,0.0,0.013,0.62,0
42397.19,-0.012,2.28,0,0.013,0.5,1,4.4e-05,0.052,0.71,0
0.0,3.02,1.34,0,0.85,0.0,0,0.0,0.046,0.42,0
0.0,-0.053,0.66,0,0.097,0.29,0,0.0002,0.0055,0.031,0
8350.45,0.045,0.51,0,0.044,0.33,1,1.1e-20,-0.037,0.075,0
65893.72,-0.0053,1.55,0,0.01,-0.16,1,2.4e-05,0.006,1.1,0
3699.75,-1.3,0.24,0,0.18,0.0089,0,0.0,-0.0045,-0.00068,1
2058.53,0.0087,0.11,0,0.067,-0.13,1,7e-05,0.015,0.0019,0
5773.81,-0.082,0.45,0,0.028,-0.22,1,5.8e-05,0.04,0.13,0
25387.28,0.016,1.44,0,0.022,0.074,1,0.00044,0.059,0.017,0
9661.43,-0.3,1.27,0,0.085,0.18,0,1.7e-12,0.043,0.9,1
58387.85,0.019,0.88,0,0.01,0.15,1,0.0,-0.032,0.38,0
22664.52,-0.23,0.81,0,0.11,0.5,0,0.0,0.023,0.29,1
12150.12,-0.0068,0.33,0,0.023,-0.1,1,2.7e-05,0.075,0.067,0
30447.51,-0.029,0.87,0,0.037,0.0,1,4.6e-05,-0.047,0.71,0
16795.47,0.049,0.72,0,0.021,0.42,1,5e-29,-0.026,0.52,0
15022.58,-0.0046,1.24,0,0.018,0.16,1,1.2e-05,0.058,0.6,0
28714.32,0.017,0.6,0,0.053,-0.12,1,0.0,-0.046,0.24,0
2203.87,0.075,0.7,0,0.083,-0.032,1,0.0046,0.085,0.077,0
17493.74,-0.0089,0.071,0,0.022,-0.25,1,1.5e-05,0.042,0.025,0
62366.93,-0.029,1.71,0,0.01,0.046,1,0.0,0.047,1.65,0
25606.92,-0.046,0.06,1,0.018,0.18,1,2.98,-0.00037,-0.0077,1
66568.62,-0.019,1.09,0,0.013,0.0,2,0.0,0.0028,0.41,0
25744.95,0.018,1.03,0,0.013,0.077,1,0.0,0.0087,0.23,0
28721.1,0.013,-0.012,1,0.012,0.11,1,0.094,-7.1e-05,0.0032,1
47898.1,0.0014,0.77,0,0.0097,-0.062,1,0.0,-0.00023,0.48,0
49034.33,-0.0045,0.99,0,0.012,-0.15,1,3.2e-05,-0.0075,0.52,0
10930.25,0.027,0.36,0,0.022,0.19,1,5.1e-06,0.0047,0.16,0
43639.16,0.01,0.008,1,0.011,0.25,1,0.0,0.001,0.0045,1
9279.49,-0.092,0.043,1,0.097,0.0,1,0.0,0.0022,-0.0016,1
29232.99,0.017,0.89,0,0.017,-0.13,1,2.1e-05,0.019,0.62,0
46220.36,0.01,1.9,0,0.016,0.086,1,7.5e-05,0.03,0.23,0
35362.47,-0.024,0.98,0,0.014,-0.097,1,2.2e-06,0.041,0.45,0
31691.47,0.0046,-0.64,0,0.03,0.015,1,0.0,0.0075,0.014,0
37349.87,0.034,0.16,1,0.02,0.18,1,8.2e-06,1.7e-05,0.011,1
28009.35,0.047,-0.5,0,0.028,0.15,1,0.00011,-0.081,-0.0028,0
54619.52,0.015,0.47,0,0.012,0.0014,2,2.3e-06,-0.00089,0.17,0
54382.35,0.012,0.099,1,0.013,0.0,1,0.0,0.0011,-0.0012,1
59590.07,0.0016,1.26,0,0.011,0.48,1,1e-05,-0.028,1.12,0
73479.27,-0.033,1.83,0,0.025,-0.16,1,2.2e-06,-0.052,0.42,0
55237.94,0.021,0.91,0,0.031,0.16,1,0.0,0.0073,0.56,1
29974.42,0.28,0.17,0,0.28,0.0,0,2.1e-13,0.024,0.044,1
8773.24,0.035,0.31,0,0.027,0.067,1,5e-06,0.024,0.033,0
77928.49,-0.19,1.1,0,0.052,-0.096,0,0.00026,-0.0043,0.14,1
33327.81,0.0058,0.66,0,0.026,-0.035,1,0.00018,-0.092,0.11,0
24377.78,-0.011,4.21,0,0.016,-0.04,1,0.00019,-0.014,0.72,0
28439.89,-0.008,1.34,0,0.013,0.073,1,5.9e-05,0.01,0.34,0
70391.81,0.24,2.73,0,0.24,0.0,0,1.9e-14,0.008,1.43,1
0.0,0.024,1.38,0,0.017,0.041,1,0.0,0.014,0.27,0
21360.56,-0.02,0.08,1,0.015,0.32,1,1.15,5.7e-06,0.0033,1
5382.71,0.078,0.83,0,0.022,0.015,1,4e-05,0.044,0.24,0
23168.12,0.017,0.71,0,0.019,0.0065,1,0.0,-0.015,0.43,0
48347.39,0.036,0.82,0,0.02,0.0,1,1.7e-05,-0.0067,0.5,0
40149.15,-0.021,0.76,0,0.015,-0.28,1,0.0,0.068,0.51,0
34296.51,-0.012,0.59,0,0.029,0.078,1,0.0,-0.049,-0.0029,0
40716.65,-0.018,1.02,0,0.025,0.13,1,4.3e-05,0.018,0.8,0
56920.18,0.00062,0.42,0,0.014,0.0042,1,0.0,0.0041,0.16,0
36316.68,-0.012,1.07,0,0.015,-0.054,1,5.6e-05,0.032,0.64,0
74101.57,-0.0084,0.48,0,0.012,-0.022,1,0.0,0.052,0.18,0
2079.32,-5.18,1.95,0,0.49,-0.019,0,2.5e-13,-0.0059,0.53,0
3887.17,-0.048,0.27,0,0.026,-0.041,1,0.00011,-0.039,-0.011,0
5031.41,-0.051,3.11,0,0.052,0.14,1,0.0025,-0.046,0.56,0
42725.43,0.014,1.19,0,0.016,0.0,1,2.3e-06,0.035,0.66,0
45025.27,-0.015,0.55,0,0.013,0.13,1,4.6e-05,0.0074,0.041,0
61666.8,-0.01,0.92,0,0.018,0.032,1,0.0,-0.016,0.77,0
44237.25,0.037,1.27,0,0.012,-0.14,1,0.0,-0.022,0.62,0
56795.94,0.0037,0.31,0,0.009,-0.045,1,1.7e-05,-0.015,0.21,0
22500.46,0.00011,0.16,0,0.012,0.14,1,1.54,0.0011,-0.0077,1
126264.16,0.0093,1.16,0,0.014,0.0,1,0.0,-0.043,0.92,0
4621.57,0.02,1.52,0,0.029,-0.062,1,0.0,-0.0059,0.88,0
5425.6,-2.22,2.42,0,0.25,-0.11,1,1.6e-11,0.085,0.63,1
35647.48,0.014,-0.032,0,0.015,0.089,0,0.034,-0.00032,-0.0025,1
50075.62,0.37,0.28,0,0.012,0.17,1,0.0,-6.6e-05,0.049,0
19519.91,5.01,2.02,0,0.39,0.3,0,0.0,0.027,1.39,0
39493.39,-0.021,3.38,0,0.02,0.0,1,0.00013,0.0099,1.7,0
39781.86,0.012,0.89,0,0.022,-0.15,1,3.1e-05,0.044,0.13,0
19312.5,0.0012,1.76,0,0.021,-0.062,1,0.0,-0.003,1.65,0
21923.18,0.034,0.034,1,0.018,0.049,1,2.64,0.001,0.0034,1
29611.62,-0.0039,-0.069,1,0.012,0.26,1,0.65,-0.00034,0.0041,1
42577.9,0.028,0.071,1,0.012,0.079,1,0.0,-0.0014,0.0024,1
39495.85,0.017,1.44,0,0.016,0.0,1,8.3e-06,0.016,0.73,0
42615.94,0.0098,1.35,0,0.012,-0.027,1,5.3e-06,0.0024,0.72,0
32627.49,0.012,0.13,1,0.0091,-0.03,1,0.0,1.8e-05,0.0028,1
29508.82,0.008,1.08,0,0.012,0.19,1,0.0,0.017,0.24,0
8942.59,0.024,1.45,0,0.029,-0.25,1,0.00048,-0.018,0.089,0
46178.26,-0.0039,0.92,0,0.016,0.19,1,3.5e-06,0.056,0.47,0
